"","PassengerId","Pclass","Age","SibSp","Parch","Ticket","Fare","Embarked","Family_Size","Title","Title_Mr","Deck","Side","Fare_Per_Person","Gender","AgeClass","AgeGenderClass","Protocole","Survived"
"266",1157,3,28.3189102564103,0,0,349235,7.8958,2,0,5,3,-1,0,7.8958,2,84.9567307692308,169.913461538462,0,0
"267",1158,1,42.1013986013986,0,0,112051,89.4474819620253,2,0,5,3,-1,0,89.4474819620253,2,42.1013986013986,84.2027972027972,0,0
"268",1159,3,28.3189102564103,0,0,49867,7.55,2,0,5,3,-1,0,7.55,2,84.9567307692308,169.913461538462,0,0
"269",1160,3,17.3608737864078,0,0,39186,8.05,2,0,2,2,-1,0,8.05,1,52.0826213592233,52.0826213592233,0,1
"270",1161,3,17,0,0,315095,8.6625,2,0,5,3,-1,0,8.6625,2,51,102,0,0
"271",1162,1,46,0,0,13050,75.2417,0,0,5,3,3,1,75.2417,2,46,92,0,0
"272",1163,3,28.3189102564103,0,0,368573,7.75,1,0,5,3,-1,0,7.75,2,84.9567307692308,169.913461538462,0,0
"273",1164,1,26,1,0,13508,136.7792,0,4,4,4,3,-1,27.35584,1,26,26,1,1
"274",1165,3,17.3608737864078,1,0,370371,15.5,1,2,2,2,-1,0,5.16666666666667,1,52.0826213592233,52.0826213592233,0,1
"275",1166,3,28.3189102564103,0,0,2676,7.225,0,0,5,3,-1,0,7.225,2,84.9567307692308,169.913461538462,0,0
"276",1167,2,20,1,0,236853,26,2,2,2,2,-1,0,8.66666666666667,1,40,40,1,1
"277",1168,2,28,0,0,14888,10.5,2,0,5,3,-1,0,10.5,2,56,112,0,0
"278",1169,2,40,1,0,2926,26,2,2,5,3,-1,0,8.66666666666667,2,80,160,0,0
"279",1170,2,30,1,0,31352,21,2,4,5,3,-1,0,4.2,2,60,120,0,0
"280",1171,2,22,0,0,14260,10.5,2,0,5,3,-1,0,10.5,2,44,88,0,0
"281",1172,3,23,0,0,315085,8.6625,2,0,2,2,-1,0,8.6625,1,69,69,0,1
"282",1173,3,0.75,1,1,3101315,13.775,2,6,1,1,-1,0,1.96785714285714,2,2.25,4.5,0,0
"283",1174,3,17.3608737864078,0,0,364859,7.75,1,0,2,2,-1,0,7.75,1,52.0826213592233,52.0826213592233,0,1
"284",1175,3,9,1,1,2650,15.2458,0,4,2,2,-1,0,3.04916,1,27,27,0,1
"285",1176,3,2,1,1,370129,20.2125,2,2,2,2,-1,0,6.7375,1,6,6,0,1
"286",1177,3,36,0,0,21175,7.25,2,0,5,3,-1,0,7.25,2,108,216,0,0
"287",1178,3,28.3189102564103,0,0,3101314,7.25,2,0,5,3,-1,0,7.25,2,84.9567307692308,169.913461538462,0,0
"288",1179,1,24,1,0,21228,82.2667,2,4,5,3,2,-1,16.45334,2,24,48,0,0
"289",1180,3,28.3189102564103,0,0,2655,7.2292,0,0,5,3,5,1,7.2292,2,84.9567307692308,169.913461538462,0,0
"290",1181,3,28.3189102564103,0,0,1478,8.05,2,2,5,3,-1,0,2.68333333333333,2,84.9567307692308,169.913461538462,0,0
"291",1182,1,42.1013986013986,0,0,17607,39.6,2,0,5,3,-1,0,39.6,2,42.1013986013986,84.2027972027972,0,0
"292",1183,3,30,0,0,382650,6.95,1,0,2,2,-1,0,6.95,1,90,90,0,1
"293",1184,3,28.3189102564103,0,0,2652,7.2292,0,0,5,3,-1,0,7.2292,2,84.9567307692308,169.913461538462,0,0
"294",1185,1,53,1,1,33638,81.8583,2,4,8,4,1,1,16.37166,2,53,106,0,0
"295",1186,3,36,0,0,345771,9.5,2,0,5,3,-1,0,9.5,2,108,216,0,0
"296",1187,3,26,0,0,349202,7.8958,2,0,5,3,-1,0,7.8958,2,78,156,0,0
"297",1188,2,1,1,2,2123,41.5792,0,2,2,2,-1,0,13.8597333333333,1,2,2,1,1
"298",1189,3,28.3189102564103,2,0,2662,21.6792,0,4,5,3,-1,0,4.33584,2,84.9567307692308,169.913461538462,0,0
"299",1190,1,30,0,0,113801,45.5,2,0,5,3,-1,0,45.5,2,30,60,0,0
"300",1191,3,29,0,0,347467,7.8542,2,0,5,3,-1,0,7.8542,2,87,174,0,0
"301",1192,3,32,0,0,347079,7.775,2,0,5,3,-1,0,7.775,2,96,192,0,0
"302",1193,2,32.8379310344828,0,0,237735,15.0458,0,0,5,3,4,0,15.0458,2,65.6758620689655,131.351724137931,0,0
"303",1194,2,43,0,1,2,21,2,4,5,3,-1,0,4.2,2,86,172,0,0
"304",1195,3,24,0,0,315092,8.6625,2,0,5,3,-1,0,8.6625,2,72,144,0,0
"305",1196,3,17.3608737864078,0,0,383123,7.75,1,0,2,2,-1,0,7.75,1,52.0826213592233,52.0826213592233,0,1
"306",1197,1,64,1,1,112901,26.55,2,2,4,4,2,1,8.85,1,64,64,1,1
"307",1198,1,30,1,2,113781,151.55,2,2,5,3,3,1,50.5166666666667,2,30,60,0,0
"308",1199,3,0.83,0,1,392091,9.35,2,2,1,1,-1,0,3.11666666666667,2,2.49,4.98,0,1
"309",1200,1,55,1,1,12749,93.5,2,2,5,3,2,-1,31.1666666666667,2,55,110,0,0
"310",1201,3,45,1,0,350026,14.1083,2,2,4,4,-1,0,4.70276666666667,1,135,135,0,0
"311",1202,3,18,0,0,315091,8.6625,2,0,5,3,-1,0,8.6625,2,54,108,0,0
"312",1203,3,22,0,0,2658,7.225,0,0,5,3,-1,0,7.225,2,66,132,0,0
"313",1204,3,28.3189102564103,0,0,1588,7.575,2,0,5,3,-1,0,7.575,2,84.9567307692308,169.913461538462,0,0
"314",1205,3,37,0,0,368364,7.75,1,0,2,2,-1,0,7.75,1,111,111,0,1
"315",1206,1,55,0,0,17760,135.6333,0,0,4,4,3,1,135.6333,1,55,55,1,1
"316",1207,3,17,0,0,30631,7.7333,1,0,2,2,-1,0,7.7333,1,51,51,0,1
"317",1208,1,57,1,0,17569,146.5208,0,2,5,3,2,1,48.8402666666667,2,57,114,0,0
"318",1209,2,19,0,0,28004,10.5,2,0,5,3,-1,0,10.5,2,38,76,0,0
"319",1210,3,27,0,0,350408,7.8542,2,0,5,3,-1,0,7.8542,2,81,162,0,0
"320",1211,2,22,2,0,31029,31.5,2,4,5,3,-1,0,6.3,2,44,88,0,0
"321",1212,3,26,0,0,347075,7.775,2,2,5,3,-1,0,2.59166666666667,2,78,156,0,0
"322",1213,3,25,0,0,2654,7.2292,0,0,5,3,5,-1,7.2292,2,75,150,0,0
"323",1214,2,26,0,0,244368,13,2,0,5,3,6,1,13,2,52,104,0,0
"324",1215,1,33,0,0,113790,26.55,2,0,5,3,-1,0,26.55,2,33,66,0,0
"325",1216,1,39,0,0,24160,211.3375,2,0,2,2,-1,0,211.3375,1,39,39,1,1
"326",1217,3,23,0,0,3101309,7.05,2,0,5,3,-1,0,7.05,2,69,138,0,0
"327",1218,2,12,2,1,230136,39,2,4,2,2,6,1,7.8,1,24,24,1,1
"328",1219,1,46,0,0,17585,79.2,0,0,5,3,-1,0,79.2,2,46,92,0,0
"329",1220,2,29,1,0,2003,26,2,2,5,3,-1,0,8.66666666666667,2,58,116,0,0
"330",1221,2,21,0,0,236854,13,2,0,5,3,-1,0,13,2,42,84,0,0
"331",1222,2,48,0,2,33112,36.75,2,2,4,4,-1,0,12.25,1,96,96,1,1
"332",1223,1,39,0,0,17580,29.7,0,0,5,3,1,1,29.7,2,39,78,0,0
"333",1224,3,28.3189102564103,0,0,2684,7.225,0,4,5,3,-1,0,1.445,2,84.9567307692308,169.913461538462,0,0
"334",1225,3,19,1,1,2653,15.7417,0,2,4,4,-1,0,5.24723333333333,1,57,57,0,0
"335",1226,3,27,0,0,349229,7.8958,2,0,5,3,-1,0,7.8958,2,81,162,0,0
"336",1227,1,30,0,0,110469,26,2,0,5,3,3,1,26,2,30,60,0,0
"337",1228,2,32,0,0,244360,13,2,0,5,3,-1,0,13,2,64,128,0,0
"338",1229,3,39,0,2,2675,7.2292,0,2,5,3,-1,0,2.40973333333333,2,117,234,0,0
"339",1230,2,25,0,0,31029,31.5,2,0,5,3,-1,0,31.5,2,50,100,0,0
"340",1231,3,6.09,0,0,2622,7.2292,0,0,1,1,-1,0,7.2292,2,18.27,36.54,0,1
"341",1232,2,18,0,0,15185,10.5,2,0,5,3,-1,0,10.5,2,36,72,0,0
"342",1233,3,32,0,0,350403,7.5792,2,0,5,3,-1,0,7.5792,2,96,192,0,0
"343",1234,3,14.5,1,9,2343,69.55,2,8,5,3,-1,0,7.72777777777778,2,43.5,87,0,0
"344",1235,1,58,0,1,17755,512.3292,0,2,4,4,2,-1,170.7764,1,58,58,1,1
"345",1236,3,11.5,1,1,851,14.5,2,4,1,1,-1,0,2.9,2,34.5,69,0,0
"346",1237,3,16,0,0,348125,7.65,2,0,2,2,-1,0,7.65,1,48,48,0,1
"347",1238,2,26,0,0,237670,13,2,0,5,3,-1,0,13,2,52,104,0,0
"348",1239,3,38,0,0,2688,7.2292,0,0,4,4,-1,0,7.2292,1,114,114,0,0
"349",1240,2,24,0,0,248726,13.5,2,2,5,3,-1,0,4.5,2,48,96,0,0
"350",1241,2,31,0,0,13528,21,2,0,2,2,-1,0,21,1,62,62,1,1
"351",1242,1,45,0,1,17759,63.3583,0,2,4,4,4,1,21.1194333333333,1,45,45,1,1
"352",1243,2,25,0,0,13540,10.5,2,0,5,3,-1,0,10.5,2,50,100,0,0
"353",1244,2,18,0,0,14879,73.5,2,0,5,3,-1,0,73.5,2,36,72,0,0
"354",1245,2,49,1,2,220845,65,2,4,5,3,-1,0,13,2,98,196,0,0
"355",1246,3,0.17,1,2,2315,20.575,2,4,2,2,-1,0,4.115,1,0.51,0.51,0,1
"356",1247,1,50,0,0,113044,26,2,0,5,3,5,1,26,2,50,100,0,0
"357",1248,1,59,2,0,11769,51.4792,2,2,4,4,3,-1,17.1597333333333,1,59,59,1,1
"358",1249,3,28.3189102564103,0,0,1222,7.8792,2,0,5,3,-1,0,7.8792,2,84.9567307692308,169.913461538462,0,0
"359",1250,3,28.3189102564103,0,0,368402,7.75,1,0,5,3,-1,0,7.75,2,84.9567307692308,169.913461538462,0,0
"360",1251,3,30,1,0,349910,15.55,2,2,4,4,-1,0,5.18333333333333,1,90,90,0,0
"361",1252,3,14.5,8,2,2343,69.55,2,8,1,1,-1,0,7.72777777777778,2,43.5,87,0,0
"362",1253,2,24,1,1,2079,37.0042,0,2,4,4,-1,0,12.3347333333333,1,48,48,1,1
"363",1254,2,31,0,0,31352,21,2,4,4,4,-1,0,4.2,1,62,62,1,1
"364",1255,3,27,0,0,315083,8.6625,2,0,5,3,-1,0,8.6625,2,81,162,0,0
"365",1256,1,25,1,0,11765,55.4417,0,2,4,4,5,1,18.4805666666667,1,25,25,1,1
"366",1257,3,14.5,1,9,2343,69.55,2,8,4,4,-1,0,7.72777777777778,1,43.5,43.5,0,0
"367",1258,3,28.3189102564103,1,0,2689,14.4583,0,2,5,3,-1,0,4.81943333333333,2,84.9567307692308,169.913461538462,0,0
"368",1259,3,22,0,0,3101295,39.6875,2,0,2,2,-1,0,39.6875,1,66,66,0,1
"369",1260,1,45,0,1,112378,59.4,0,4,4,4,-1,0,11.88,1,45,45,1,1
"370",1261,2,29,0,0,2147,13.8583,0,0,5,3,-1,0,13.8583,2,58,116,0,0
"371",1262,2,21,1,0,28133,11.5,2,2,5,3,-1,0,3.83333333333333,2,42,84,0,0
"372",1263,1,31,0,0,16966,134.5,0,0,2,2,5,-1,134.5,1,31,31,1,1
"373",1264,1,49,0,0,112058,89.4474819620253,2,0,5,3,2,1,89.4474819620253,2,49,98,0,0
"374",1265,2,44,0,0,248746,13,2,0,5,3,-1,0,13,2,88,176,0,0
"375",1266,1,54,1,1,33638,81.8583,2,4,4,4,1,1,16.37166,1,54,54,1,1
"376",1267,1,45,0,0,17608,262.375,0,0,2,2,-1,0,262.375,1,45,45,1,1
"377",1268,3,22,2,0,315152,8.6625,2,2,2,2,-1,0,2.8875,1,66,66,0,0
"378",1269,2,21,0,0,29107,11.5,2,0,5,3,-1,0,11.5,2,42,84,0,0
"379",1270,1,55,0,0,680,50,2,0,5,3,3,-1,50,2,55,110,0,0
"380",1271,3,5,4,2,347077,31.3875,2,6,1,1,-1,0,4.48392857142857,2,15,30,0,0
"381",1272,3,28.3189102564103,0,0,366713,7.75,1,0,5,3,-1,0,7.75,2,84.9567307692308,169.913461538462,0,0
"382",1273,3,26,0,0,330910,7.8792,1,0,5,3,-1,0,7.8792,2,78,156,0,0
"383",1274,3,32.3265306122449,0,0,364498,14.5,2,0,4,4,-1,0,14.5,1,96.9795918367347,96.9795918367347,0,0
"384",1275,3,19,1,0,376566,16.1,2,2,4,4,-1,0,5.36666666666667,1,57,57,0,0
"385",1276,2,32.8379310344828,0,0,2159,12.875,2,0,5,3,-1,0,12.875,2,65.6758620689655,131.351724137931,0,0
"386",1277,2,24,1,2,220845,65,2,4,2,2,-1,0,13,1,48,48,1,1
"387",1278,3,24,0,0,349911,7.775,2,0,5,3,-1,0,7.775,2,72,144,0,0
"388",1279,2,57,0,0,244346,13,2,0,5,3,-1,0,13,2,114,228,0,0
"389",1280,3,21,0,0,364858,7.75,1,0,5,3,-1,0,7.75,2,63,126,0,0
"390",1281,3,6,3,1,349909,21.075,2,2,1,1,-1,0,7.025,2,18,36,0,0
"391",1282,1,23,0,0,12749,93.5,2,0,5,3,2,1,93.5,2,23,46,0,1
"392",1283,1,51,0,1,17592,39.4,2,2,4,4,4,1,13.1333333333333,1,51,51,1,1
"393",1284,3,13,0,2,2673,20.25,2,2,1,1,-1,0,6.75,2,39,78,0,0
"394",1285,2,47,0,0,30769,10.5,2,0,5,3,-1,0,10.5,2,94,188,0,0
"395",1286,3,29,3,1,315153,22.025,2,4,5,3,-1,0,4.405,2,87,174,0,0
"396",1287,1,18,1,0,13695,60,2,4,4,4,3,-1,12,1,18,18,1,1
"397",1288,3,24,0,0,371109,7.25,1,0,5,3,-1,0,7.25,2,72,144,0,0
"398",1289,1,48,1,1,13567,79.2,0,2,4,4,2,-1,26.4,1,48,48,1,1
"399",1290,3,22,0,0,347065,7.775,2,0,5,3,-1,0,7.775,2,66,132,0,0
"400",1291,3,31,0,0,21332,7.7333,1,0,5,3,-1,0,7.7333,2,93,186,0,0
"401",1292,1,30,0,0,36928,164.8667,2,0,2,2,3,-1,164.8667,1,30,30,1,1
"402",1293,2,38,1,0,28664,21,2,2,5,3,-1,0,7,2,76,152,0,0
"403",1294,1,22,0,1,112378,59.4,0,4,2,2,-1,0,11.88,1,22,22,1,1
"404",1295,1,17,0,0,113059,47.1,2,0,5,3,-1,0,47.1,2,17,34,0,1
"405",1296,1,43,1,0,17765,27.7208,0,2,5,3,4,1,9.24026666666667,2,43,86,0,0
"406",1297,2,20,0,0,2166,13.8625,0,0,5,3,4,1,13.8625,2,40,80,0,0
"407",1298,2,23,1,0,28666,10.5,2,4,5,3,-1,0,2.1,2,46,92,0,0
"408",1299,1,50,1,1,113503,211.5,0,4,5,3,3,1,42.3,2,50,100,0,0
"409",1300,3,17.3608737864078,0,0,334915,7.7208,1,0,2,2,-1,0,7.7208,1,52.0826213592233,52.0826213592233,0,1
"410",1301,3,3,1,1,3101315,13.775,2,6,2,2,-1,0,1.96785714285714,1,9,9,0,1
"411",1302,3,17.3608737864078,0,0,365237,7.75,1,0,2,2,-1,0,7.75,1,52.0826213592233,52.0826213592233,0,1
"412",1303,1,37,1,0,19928,90,1,2,4,4,3,1,30,1,37,37,1,1
"413",1304,3,28,0,0,347086,7.775,2,0,2,2,-1,0,7.775,1,84,84,0,1
"414",1305,3,28.3189102564103,0,0,3236,8.05,2,0,5,3,-1,0,8.05,2,84.9567307692308,169.913461538462,0,0
"415",1306,1,39,0,0,17758,108.9,0,0,14,3,3,-1,108.9,1,39,39,1,1
"416",1307,3,38.5,0,0,3101262,7.25,2,0,5,3,-1,0,7.25,2,115.5,231,0,0
"417",1308,3,28.3189102564103,0,0,359309,8.05,2,0,5,3,-1,0,8.05,2,84.9567307692308,169.913461538462,0,0
"418",1309,3,6.09,1,1,2668,22.3583,0,2,1,1,-1,0,7.45276666666667,2,18.27,36.54,0,0
